epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,12058.3,0.82964,0.32037,0.00328,0.95305,0.94928,0.97309,0.81991,0.81777,0.34639,0.00355,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,12143.9,0.82219,0.32519,0.00326,0.95827,0.94886,0.97317,0.82003,0.81688,0.34602,0.00355,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,12232.6,0.8235,0.31893,0.00323,0.96028,0.94972,0.97368,0.82188,0.81573,0.34738,0.00355,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,12318,0.81745,0.31457,0.00319,0.96159,0.94872,0.97364,0.82161,0.81546,0.34903,0.00355,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,12402.6,0.82264,0.31834,0.00326,0.96142,0.94668,0.97404,0.82193,0.81549,0.34753,0.00355,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,12487.7,0.8117,0.31647,0.00322,0.95872,0.94424,0.97371,0.82114,0.81578,0.35024,0.00355,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,12577.6,0.81348,0.31197,0.00318,0.96641,0.9366,0.97373,0.8218,0.81544,0.35187,0.00355,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,12662.7,0.81192,0.31602,0.00321,0.96217,0.9344,0.97399,0.82128,0.81464,0.35379,0.00355,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,12748,0.81255,0.3126,0.00321,0.95828,0.93153,0.97424,0.82178,0.81441,0.35448,0.00355,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,12831.7,0.8014,0.31562,0.00314,0.95932,0.92643,0.9736,0.82179,0.81409,0.35615,0.00356,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,12920,0.80496,0.3033,0.00316,0.95837,0.92508,0.97376,0.82128,0.81354,0.35631,0.00356,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,13005.1,0.80441,0.30662,0.00315,0.96246,0.91747,0.97351,0.82251,0.81295,0.35908,0.00355,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,13090.1,0.80037,0.30553,0.00312,0.95954,0.9204,0.97358,0.82238,0.81252,0.3579,0.00355,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,13175.2,0.7948,0.30593,0.0031,0.95724,0.91614,0.97293,0.82197,0.81236,0.35902,0.00355,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,13263,0.79189,0.29834,0.00308,0.9547,0.91536,0.97217,0.82121,0.81233,0.35967,0.00355,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,13350,0.7958,0.30176,0.0031,0.95083,0.91502,0.97141,0.82022,0.81108,0.35975,0.00355,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,13434.4,0.78956,0.30537,0.00305,0.94908,0.91525,0.96973,0.81871,0.81027,0.36018,0.00355,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,13517.9,0.78447,0.29829,0.00303,0.94109,0.92202,0.96556,0.81455,0.81021,0.36017,0.00354,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,13603.7,0.78519,0.29826,0.00305,0.93709,0.92796,0.96228,0.81234,0.80928,0.36057,0.00354,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,13689.4,0.78543,0.29714,0.00305,0.93602,0.93398,0.96186,0.81176,0.80904,0.3592,0.00354,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,13774,0.78336,0.30457,0.00302,0.94252,0.9341,0.96625,0.81551,0.80821,0.35686,0.00353,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,13859.1,0.77992,0.30014,0.00302,0.94825,0.93914,0.97066,0.81981,0.80691,0.35338,0.00353,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,13945.4,0.77709,0.2941,0.00299,0.9574,0.93849,0.9736,0.82444,0.80681,0.34928,0.00353,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,14032.4,0.77677,0.30129,0.00298,0.96168,0.93755,0.97427,0.82511,0.80587,0.34864,0.00353,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,14115.9,0.77135,0.29587,0.00298,0.96097,0.94154,0.97476,0.82528,0.80563,0.34582,0.00352,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,14199.3,0.76961,0.29932,0.00295,0.96001,0.9457,0.97511,0.82563,0.80609,0.34239,0.00353,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,14284.9,0.77634,0.29741,0.003,0.95818,0.95166,0.97542,0.8256,0.80482,0.34125,0.00353,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,14373.6,0.76463,0.29322,0.00295,0.95679,0.95258,0.97558,0.82661,0.80418,0.33984,0.00353,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,14459.2,0.76824,0.29609,0.00298,0.95649,0.95177,0.97553,0.82649,0.80368,0.33883,0.00353,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,14543.8,0.76964,0.29548,0.00295,0.95704,0.95223,0.97528,0.82633,0.80391,0.33815,0.00353,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,14629.5,0.7638,0.29062,0.00294,0.96232,0.95227,0.9759,0.82687,0.80364,0.33755,0.00353,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,14717.8,0.75825,0.29062,0.00294,0.9606,0.95306,0.97621,0.82649,0.80278,0.33966,0.00353,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,14805,0.75309,0.28699,0.00289,0.95967,0.95339,0.97665,0.82642,0.80302,0.33642,0.00353,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,14889.7,0.75589,0.28584,0.00288,0.9618,0.95188,0.97655,0.82647,0.80214,0.33582,0.00353,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,14974.8,0.75446,0.28608,0.00288,0.96266,0.95273,0.97582,0.82679,0.80122,0.33548,0.00353,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,15062.5,0.74869,0.28666,0.00287,0.9622,0.95242,0.97611,0.82754,0.80068,0.33434,0.00353,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,15150.9,0.75042,0.29606,0.00289,0.96325,0.95227,0.97629,0.8281,0.80033,0.33472,0.00353,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,15235.6,0.74,0.28998,0.00285,0.96316,0.95243,0.97651,0.8285,0.79965,0.33124,0.00353,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,15321.1,0.7427,0.28842,0.00282,0.96399,0.95296,0.97646,0.82861,0.79897,0.32987,0.00352,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,15406.9,0.73901,0.28174,0.00283,0.96462,0.95157,0.97664,0.82852,0.79857,0.33015,0.00352,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,15494.8,0.73611,0.28219,0.00281,0.95905,0.95399,0.97644,0.82853,0.79685,0.32979,0.00352,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,15579.7,0.7378,0.28099,0.00278,0.96274,0.95213,0.97648,0.82874,0.79692,0.32942,0.00352,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,15663.5,0.731,0.27729,0.00276,0.96364,0.95366,0.97659,0.82873,0.79647,0.32972,0.00352,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,15755.7,0.72863,0.27914,0.00275,0.96545,0.95049,0.97687,0.82906,0.79664,0.32953,0.00352,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,15844.7,0.73423,0.27836,0.00276,0.96007,0.95443,0.97681,0.82949,0.79638,0.32931,0.00352,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,15929.2,0.72547,0.27535,0.00274,0.96368,0.95271,0.97703,0.83002,0.79568,0.3302,0.00352,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,16013.6,0.72385,0.27708,0.00273,0.9624,0.95329,0.9774,0.82987,0.796,0.33127,0.00352,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,16099.3,0.72514,0.27449,0.00272,0.96122,0.95464,0.97722,0.82977,0.79565,0.33033,0.00352,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,16188.6,0.72337,0.27841,0.00272,0.96059,0.95284,0.97743,0.83009,0.79574,0.33149,0.00352,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,16273.2,0.71887,0.27199,0.00269,0.96027,0.95185,0.97748,0.8302,0.79567,0.33098,0.00352,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,16357.9,0.71447,0.26536,0.00271,0.96419,0.95159,0.9778,0.83058,0.79536,0.33133,0.00353,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,16441.1,0.71816,0.27255,0.00268,0.96424,0.95148,0.97784,0.83074,0.79497,0.33055,0.00353,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,16529.8,0.70999,0.26762,0.00264,0.96285,0.9517,0.97789,0.83091,0.7945,0.33045,0.00352,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,16615.6,0.71039,0.26859,0.00265,0.96483,0.95185,0.97782,0.83114,0.7932,0.33132,0.00351,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,16700.3,0.71059,0.27334,0.00265,0.96485,0.95289,0.97801,0.83147,0.79351,0.33088,0.00352,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,16784.6,0.70467,0.27094,0.00263,0.96531,0.95282,0.97799,0.83175,0.79344,0.3305,0.00352,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,16872.2,0.7095,0.27562,0.00261,0.96237,0.95466,0.97781,0.83187,0.79348,0.33111,0.00352,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,16958.5,0.70607,0.27997,0.00264,0.96363,0.95431,0.97785,0.83215,0.79271,0.33092,0.00351,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,17043,0.7066,0.27434,0.00266,0.96449,0.95385,0.9778,0.83211,0.79245,0.33065,0.00351,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,17127.5,0.69923,0.26976,0.00261,0.96325,0.95368,0.97776,0.83181,0.79216,0.32864,0.00351,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,17214.6,0.70076,0.26525,0.00262,0.96278,0.95257,0.97778,0.83206,0.7922,0.32805,0.0035,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,17301.9,0.69412,0.2615,0.00255,0.96048,0.9532,0.97758,0.83189,0.79145,0.32983,0.0035,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,17387.3,0.6956,0.26364,0.00256,0.96139,0.95317,0.97754,0.83239,0.79047,0.3293,0.0035,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,17470.5,0.68933,0.26309,0.00255,0.95998,0.95281,0.97763,0.83216,0.79025,0.3294,0.0035,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,17556.3,0.68717,0.26241,0.00252,0.9622,0.95322,0.97777,0.83255,0.78903,0.3293,0.00349,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,17644,0.68534,0.26071,0.00252,0.96408,0.95185,0.97779,0.83279,0.78918,0.32887,0.00349,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,17727.9,0.68233,0.25759,0.0025,0.96126,0.95409,0.97768,0.83343,0.78791,0.32967,0.00349,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,17812.4,0.6774,0.25607,0.00248,0.96206,0.95338,0.97773,0.83369,0.78799,0.33075,0.00348,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,17897.5,0.67895,0.25929,0.0025,0.96114,0.9541,0.97787,0.83435,0.7872,0.3304,0.00347,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,17986.1,0.67743,0.25547,0.00249,0.96076,0.95303,0.9777,0.83443,0.78774,0.3308,0.00347,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,18071.6,0.67214,0.25975,0.0025,0.96132,0.95421,0.97776,0.83526,0.78728,0.32922,0.00347,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,18155.2,0.67856,0.25579,0.00249,0.96157,0.95457,0.97791,0.83567,0.78727,0.32895,0.00347,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,18240.5,0.67102,0.25671,0.00249,0.961,0.95525,0.97823,0.83534,0.78744,0.32938,0.00347,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,18328.5,0.67263,0.25437,0.00247,0.96305,0.95379,0.97829,0.83603,0.78673,0.32849,0.00347,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,18414.6,0.66046,0.24628,0.00247,0.96261,0.95507,0.97852,0.83602,0.78708,0.32709,0.00347,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,18500,0.66059,0.24915,0.0024,0.96442,0.95396,0.9782,0.83562,0.78676,0.32739,0.00346,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,18585.5,0.66707,0.25312,0.00242,0.96114,0.95335,0.97776,0.83599,0.78633,0.32747,0.00346,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,18673.6,0.65769,0.24745,0.00241,0.9604,0.95281,0.97761,0.83568,0.78537,0.32892,0.00345,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,18761.6,0.65876,0.2488,0.00239,0.96113,0.95103,0.97767,0.83615,0.7856,0.32773,0.00345,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,18846.7,0.65695,0.24985,0.00237,0.96674,0.95013,0.97811,0.83657,0.78512,0.32702,0.00345,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,18931.6,0.65722,0.25156,0.00238,0.96536,0.95291,0.97776,0.83629,0.78483,0.32668,0.00344,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,19017.1,0.65057,0.24937,0.00235,0.9634,0.95401,0.97808,0.83678,0.78445,0.326,0.00344,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,19105.3,0.65021,0.24801,0.00237,0.96161,0.95357,0.97815,0.83651,0.78494,0.32669,0.00344,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,19189.1,0.64524,0.24734,0.00234,0.96191,0.95375,0.97817,0.83679,0.78369,0.32692,0.00344,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,19274.6,0.64925,0.24699,0.00236,0.96045,0.9538,0.97806,0.83666,0.78288,0.32584,0.00343,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,19360.6,0.64623,0.24411,0.00233,0.95765,0.95456,0.97814,0.83646,0.78279,0.32598,0.00343,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,19449.9,0.64143,0.24436,0.00231,0.96176,0.95362,0.97804,0.83616,0.7831,0.32534,0.00343,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,19534.7,0.63627,0.23995,0.00229,0.95898,0.95593,0.97817,0.83675,0.7831,0.32494,0.00343,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,19620,0.63476,0.24108,0.00227,0.96239,0.95472,0.97783,0.83636,0.78238,0.32451,0.00342,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,19704.4,0.63339,0.23637,0.00227,0.95917,0.95637,0.97784,0.83679,0.78267,0.32429,0.00342,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,19793.4,0.63824,0.23759,0.00227,0.96056,0.95359,0.97782,0.83735,0.78237,0.32423,0.00342,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,19877.9,0.63187,0.23967,0.00224,0.96293,0.95366,0.97776,0.83774,0.78101,0.32404,0.00341,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,19962.5,0.62819,0.23917,0.00223,0.95731,0.95783,0.97774,0.83788,0.78114,0.323,0.00341,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,20046.8,0.62767,0.23691,0.00221,0.96093,0.95608,0.97781,0.83793,0.78024,0.32224,0.0034,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,20136,0.62344,0.23698,0.0022,0.96062,0.95655,0.97779,0.8379,0.77968,0.32156,0.0034,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,20222.2,0.62618,0.23696,0.00221,0.96194,0.95542,0.97782,0.83901,0.77874,0.32162,0.0034,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,20305.5,0.62251,0.23602,0.00219,0.96165,0.95597,0.97796,0.83898,0.77792,0.32227,0.00339,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,20423.2,0.61639,0.23851,0.00218,0.96243,0.9551,0.97797,0.83911,0.77739,0.32233,0.00339,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,20546.6,0.61569,0.2334,0.00217,0.95771,0.95441,0.97786,0.83871,0.77736,0.32354,0.00339,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,20665.6,0.61924,0.22738,0.00218,0.96138,0.95374,0.97801,0.83799,0.77672,0.3229,0.00339,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,20786.1,0.61165,0.22772,0.00214,0.96262,0.95304,0.97783,0.83721,0.77716,0.32563,0.0034,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,20905,0.60991,0.22723,0.00212,0.96415,0.95462,0.97808,0.8374,0.77625,0.32429,0.00339,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,21025,0.61133,0.22885,0.00217,0.96202,0.95393,0.97824,0.83801,0.77585,0.32529,0.00339,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,21110.3,0.60725,0.22729,0.00215,0.96613,0.95534,0.97821,0.83937,0.77638,0.32391,0.00339,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,21198.6,0.60159,0.22695,0.00212,0.96523,0.95345,0.9781,0.83939,0.7764,0.32387,0.0034,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,21286.2,0.60105,0.22327,0.00213,0.963,0.95483,0.97778,0.83874,0.77691,0.32385,0.0034,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,21371.3,0.59868,0.22299,0.00209,0.96363,0.95825,0.97771,0.8386,0.77697,0.32338,0.00341,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,21455.8,0.59737,0.21993,0.00208,0.95728,0.95852,0.97772,0.83858,0.77638,0.32295,0.00341,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,21543.7,0.59717,0.22249,0.00207,0.95749,0.95985,0.97784,0.83893,0.77644,0.3226,0.00341,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,21630.6,0.59608,0.22132,0.00208,0.9591,0.95842,0.97734,0.83845,0.7768,0.32342,0.00341,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,21714.9,0.59384,0.2189,0.00207,0.95558,0.95955,0.977,0.8385,0.77559,0.32587,0.00341,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,21799.7,0.58609,0.21868,0.00204,0.9565,0.95864,0.97692,0.83789,0.77621,0.32496,0.00342,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,21886,0.58917,0.21726,0.00205,0.95878,0.94971,0.97637,0.83775,0.77501,0.32703,0.00342,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,21973.3,0.58569,0.21729,0.00201,0.95152,0.95305,0.9764,0.83753,0.77533,0.32804,0.00343,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,22058.1,0.58384,0.21878,0.00202,0.95752,0.94568,0.97608,0.83747,0.77545,0.32622,0.00343,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,22142.6,0.57805,0.21469,0.002,0.95341,0.94694,0.97547,0.83664,0.77542,0.32653,0.00342,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,22228.3,0.5786,0.21701,0.00198,0.95253,0.94893,0.9751,0.83654,0.77435,0.32679,0.00342,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,22317.2,0.57851,0.21626,0.00198,0.9508,0.95104,0.97482,0.83671,0.77373,0.32973,0.00341,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,22402,0.5766,0.21673,0.00197,0.94583,0.95004,0.97473,0.83608,0.77334,0.329,0.00341,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,22486.8,0.57464,0.21569,0.00195,0.95266,0.9456,0.97487,0.83549,0.77253,0.32909,0.0034,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,22571.7,0.57432,0.21477,0.00194,0.95067,0.94752,0.97513,0.83584,0.77162,0.32765,0.0034,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,22660.7,0.56637,0.21284,0.00192,0.96709,0.93412,0.976,0.83696,0.77068,0.328,0.00339,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,22746.1,0.56953,0.21387,0.00193,0.95753,0.94348,0.97596,0.83699,0.77097,0.32747,0.00339,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,22830.7,0.57088,0.20936,0.00193,0.96235,0.94622,0.97652,0.8371,0.77041,0.32557,0.00339,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,22915.6,0.56932,0.21218,0.00192,0.95268,0.95208,0.97662,0.83724,0.77062,0.32618,0.00339,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,23003.4,0.5639,0.21138,0.00193,0.95361,0.95082,0.97709,0.83842,0.77023,0.32551,0.00338,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,23119.9,0.56164,0.21211,0.00191,0.95928,0.94394,0.97706,0.83833,0.77017,0.32646,0.00339,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,23241.8,0.56291,0.21208,0.00192,0.9596,0.94738,0.97714,0.83923,0.77005,0.32415,0.00338,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,23351.5,0.56018,0.20896,0.0019,0.95746,0.95207,0.97739,0.83983,0.76974,0.32333,0.00338,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,23438.7,0.55753,0.20437,0.00188,0.9636,0.95026,0.97732,0.83991,0.76959,0.32289,0.00338,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,23524.1,0.55296,0.20575,0.00186,0.96233,0.94976,0.97699,0.83943,0.76894,0.32397,0.00338,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,23609,0.55312,0.20636,0.00184,0.96911,0.95054,0.97677,0.83962,0.76896,0.32551,0.00338,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,23695.5,0.55332,0.20687,0.00185,0.96842,0.95086,0.9766,0.83923,0.76873,0.32504,0.00338,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,23783,0.55621,0.2064,0.00186,0.96745,0.95116,0.97659,0.83956,0.7687,0.32471,0.00339,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,23868.1,0.54648,0.20189,0.00182,0.96723,0.95231,0.97658,0.83978,0.76819,0.32364,0.00338,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,23952.9,0.54041,0.20095,0.00181,0.96805,0.9529,0.97668,0.83994,0.76723,0.32332,0.00338,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,24038.9,0.54516,0.20032,0.0018,0.96891,0.94988,0.97653,0.84011,0.76686,0.32377,0.00338,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,24127.3,0.54588,0.20017,0.00181,0.96125,0.95333,0.97648,0.84017,0.7662,0.32554,0.00337,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,24212.1,0.54057,0.19957,0.00179,0.96944,0.94765,0.97625,0.84001,0.76557,0.3246,0.00337,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,24297.3,0.54234,0.19956,0.00177,0.97125,0.94742,0.97633,0.84029,0.76535,0.32409,0.00337,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,24382.6,0.53605,0.19979,0.00176,0.97248,0.94533,0.97613,0.84094,0.76421,0.32465,0.00337,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,24472.4,0.53343,0.19767,0.00175,0.97146,0.94451,0.97626,0.84109,0.76428,0.32597,0.00337,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,24557.5,0.53227,0.19719,0.00174,0.97042,0.94491,0.97629,0.84143,0.76351,0.32642,0.00336,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
