epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
138,2634.87,0.71072,0.26928,0.00277,0.94746,0.90558,0.94471,0.75175,1.05023,0.55483,0.0048,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,2685.07,0.70993,0.27364,0.00278,0.9418,0.91209,0.94431,0.74861,1.05083,0.54934,0.00481,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,2735.16,0.70462,0.2703,0.00277,0.95002,0.90509,0.94588,0.7516,1.04833,0.54707,0.00482,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,2784.93,0.70035,0.26909,0.00274,0.94044,0.91129,0.94721,0.74977,1.04781,0.54148,0.00483,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,2834.93,0.70287,0.27042,0.0027,0.95304,0.91137,0.9478,0.7494,1.04631,0.54523,0.00485,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,2884.78,0.69418,0.27015,0.00273,0.94575,0.90773,0.94686,0.74947,1.04512,0.54532,0.00482,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,2935.98,0.70001,0.27231,0.00274,0.94258,0.91573,0.94885,0.75159,1.04166,0.54611,0.00481,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,2988.03,0.7006,0.26923,0.00271,0.94461,0.91223,0.9494,0.75158,1.04515,0.54136,0.00484,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,3038.65,0.69884,0.27227,0.00273,0.9423,0.92143,0.94929,0.75097,1.04422,0.54107,0.00486,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,3088.52,0.69109,0.27406,0.00267,0.95211,0.91426,0.94622,0.74811,1.04217,0.53963,0.00486,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
